Cafe_Name,Cafe_Coordinates,Place_Id,Cafe_Types,Rating,Number_Ratings,Vicinity,Borough_Coordinates,lat,lng
Old Deer Park Sports Grounds,"51.46879569999999, -0.2952569",ChIJYyPrTjIMdkgRYBqBQgaXFcE,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']",4.5,367,"187 Kew Road, Richmond","51.4479, -0.326",51.46879569999999,-0.2952569
Richmond Hill Bakery,"51.4554742, -0.2964462999999999",ChIJf2e1XjwMdkgRsH8lu5br1b8,"['bakery', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.3,335,"54 Friars Stile Road, Richmond","51.4479, -0.326",51.4554742,-0.2964462999999999
Caffè Nero,"51.4648632, -0.2663235",ChIJ0e_s944OdkgReH3-c028zfU,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.4,187,"248 Upper Richmond Road West, London","51.4479, -0.326",51.4648632,-0.2663235
ODEON Surrey Quays,"51.4959322, -0.0447721",ChIJGTY0qN8CdkgR5fzIXjzgJsY,"['movie_theater', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.9,2959,"Surrey Quays Leisure Park, Redriff Road, London","51.5035, -0.0804",51.4959322,-0.0447721
Costa Coffee,"51.3227081, -0.201561",ChIJ3V_1-MbidUgRKnza7RnyTpo,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']",4.0,316,"61 High Street, Banstead","51.3618, -0.1945",51.3227081,-0.201561
Flittons Nursery,"51.3417749, -0.1522915",ChIJsQCnomT9dUgRbpaOxqHGFws,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']",4.4,122,"51 Woodmansterne Lane, Wallington","51.3618, -0.1945",51.3417749,-0.1522915
Caffé Kiko,"51.3648995, -0.1945383",ChIJ3-SZZwwIdkgR_4phuZcAWvI,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",4.1,302,"Saint Nicholas Way, Sutton","51.3618, -0.1945",51.3648995,-0.1945383
Sunshine Cafe,"51.3722396, -0.1673275",ChIJz0JFS8EHdkgRl5cZijpgKfw,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",4.3,160,"10 Green Wrythe Lane, Carshalton","51.3618, -0.1945",51.3722396,-0.1673275
Esquires Coffee Sutton,"51.3641762, -0.1944799",ChIJ3-SZZwwIdkgRCwsQ98WNxFQ,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']",3.7,186,"St Nicholas Shopping Centre, Saint Nicholas Way, Surrey","51.3618, -0.1945",51.3641762,-0.1944799
Wallington Garden Cafe,"51.3577778, -0.1508333",ChIJZ7rgqZoHdkgRh59XESRXBXE,"['cafe', 'point_of_interest', 'food', 'establishment']",4.1,92,"Shotfield, Wallington","51.3618, -0.1945",51.3577778,-0.1508333
Tim's Cafe,"51.366647, -0.194299",ChIJjxNEwAwIdkgRvz0uvXK9PCE,"['cafe', 'point_of_interest', 'food', 'establishment']",4.6,267,"222 High Street, Sutton","51.3618, -0.1945",51.366647,-0.194299
bp,"51.36492149999999, -0.2140791",ChIJ86-o_D4IdkgRoCuRpKIaTuc,"['gas_station', 'atm', 'car_wash', 'cafe', 'finance', 'point_of_interest', 'food', 'establishment']",2.0,22,"95 Saint Dunstan's Hill, Sutton","51.3618, -0.1945",51.36492149999999,-0.2140791
Mad Coffee Bar,"51.3654159, -0.186392",ChIJy2liMuAHdkgRUddkgpoIOyo,"['cafe', 'bar', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",4.7,487,"61 Lind Road, Sutton","51.3618, -0.1945",51.3654159,-0.186392
Waterstones,"51.36217499999999, -0.1926833",ChIJqcVTUgkIdkgRa80TYAgELKg,"['book_store', 'cafe', 'point_of_interest', 'food', 'store', 'establishment']",4.5,523,"71-81 High Street, Sutton","51.3618, -0.1945",51.36217499999999,-0.1926833
Morrisons Cafe,"51.36019, -0.193252",ChIJr3p7MgkIdkgROhJz10pp90A,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",3.4,23,"31 High Street, Sutton","51.3618, -0.1945",51.36019,-0.193252
Caffè Nero,"51.36368390000001, -0.1935285",ChIJIz0pCQwIdkgROVBxRaeK2ng,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']",4.1,455,"121 High Street, Sutton","51.3618, -0.1945",51.36368390000001,-0.1935285
Starbucks Coffee,"51.36521, -0.1937121",ChIJSf7dcAwIdkgRKbQU9RvyMKI,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",3.9,408,"174 High Street, Sutton","51.3618, -0.1945",51.36521,-0.1937121
Costa Coffee,"51.36530699999999, -0.19354",ChIJQ59NkwwIdkgRbQCnOfhSM4U,"['cafe', 'point_of_interest', 'food', 'store', 'establishment']",4.3,372,"176 High Street, Sutton","51.3618, -0.1945",51.36530699999999,-0.19354
Simplicity,"51.5012858, -0.0531121",ChIJ1TyuKCQDdkgRAppmutCfbRs,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,156,"1 Tunnel Road, London","51.5099, -0.0059",51.5012858,-0.0531121
Le Pont de la Tour,"51.50365310000001, -0.07365070000000001",ChIJT1ILM0YDdkgRw6emjIQI8Yo,"['cafe', 'bakery', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,1310,"36D Shad Thames, London","51.5099, -0.0059",51.50365310000001,-0.0736507
The View Tube,"51.5353556, -0.0130833",ChIJv8B2u0IddkgRjIK85FjXUYU,"['cafe', 'food', 'point_of_interest', 'establishment']",4.6,549,"The Greenway, View Tube, Marshgate Lane, London","51.5099, -0.0059",51.5353556,-0.0130833
Pavilion Cafe Victoria Park,"51.5334069, -0.0428899",ChIJa71iSSIddkgRjPNFBoYqrKk,"['cafe', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,1685,"Victoria Park, Old Ford Road, London","51.5099, -0.0059",51.5334069,-0.0428899
Shell,"51.5345797, -0.021605",ChIJf_6vRkAddkgRoR-Ap_yqf_o,"['gas_station', 'cafe', 'meal_delivery', 'convenience_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.7,107,"445-453 Wick Lane, London","51.5099, -0.0059",51.5345797,-0.021605
ODEON South Woodford,"51.5945214, 0.0230187",ChIJXcOgBUqn2EcR84PBIuKi4_s,"['movie_theater', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",3.9,1286,"60, 64 High Road, London","51.5908, -0.0134",51.5945214,0.0230187
Belgique Cafe and Patisserie,"51.6079617, 0.0334775",ChIJGUZfuc-g2EcRrRXzDZWL9Lw,"['cafe', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.1,102,"11 The Broadway, London, Woodford Green","51.5908, -0.0134",51.6079617,0.0334775
Asda Leyton Mills Superstore,"51.55589649999999, -0.009331099999999998",ChIJlWhAincddkgR87RNcakMHdQ,"['supermarket', 'pharmacy', 'grocery_or_supermarket', 'cafe', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",4.1,4946,"Marshall Road, London","51.5908, -0.0134",51.55589649999999,-0.0093310999999999
Johnstons,"51.5755472, -0.0123824",ChIJ2wYPfY0ddkgRQsBJX1CUNFM,"['cafe', 'food', 'point_of_interest', 'establishment']",4.2,297,"626 Lea Bridge Road, London","51.5908, -0.0134",51.5755472,-0.0123824
Venerdi,"51.55192419999999, -0.0441495",ChIJMRFIgAEddkgRoqhAIJaheJk,"['cafe', 'bar', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,827,"9 Chatsworth Road, London","51.5908, -0.0134",51.55192419999999,-0.0441495
Caffè Nero,"51.63162550000001, 0.004889300000000001",ChIJQxNhRIOg2EcR3KuetzFDPXk,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.1,269,"65 Station Road, London","51.5908, -0.0134",51.63162550000001,0.0048893
Moonlight Cafe,"51.58749340000001, -0.003510399999999999",ChIJwzS8DPcddkgRV0Xaa0OjkdA,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.3,99,"143 Wood Street, London","51.5908, -0.0134",51.58749340000001,-0.0035103999999999
Le Parisien,"51.5684249, 0.008648300000000001",ChIJk7ikJmWn2EcR2TnEP9cy6K4,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,98,"Leytonstone Station, Church Lane, London","51.5908, -0.0134",51.5684249,0.0086483
Casa 05 wood street,"51.58946710000001, -0.0044935",ChIJ7eWg6fkddkgRKOGuzHwL6Lw,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,51,"1, Golden Parade, Wood Street, London","51.5908, -0.0134",51.58946710000001,-0.0044935
CAFE VIVALDI,"51.6324703, 0.007398600000000001",ChIJp7syk4Sg2EcRwwXRCW6vfQU,"['cafe', 'food', 'point_of_interest', 'establishment']",4.4,84,"117 Station Road, London","51.5908, -0.0134",51.6324703,0.0073986
Shell,"51.608998, -0.001241",ChIJz3EuvAIedkgRaKKg_uf2qHM,"['gas_station', 'car_wash', 'meal_delivery', 'convenience_store', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.4,254,"470 Larkshall Road, London","51.5908, -0.0134",51.608998,-0.001241
Markfield Park Cafe,"51.5816568, -0.0612767",ChIJ9WFPpTkcdkgRUJc7GHtk2Gw,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.3,482,"Markfield Road, London","51.5908, -0.0134",51.5816568,-0.0612767
Elif kitchen cafe&bistro,"51.6021997, -0.0514052",ChIJNUg6PYEedkgRtkyZnwCpPyc,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,28,"1, 7 Garman Road, London","51.5908, -0.0134",51.6021997,-0.0514052
Buhler and Co (Brunch/Lunch/Coffee shop),"51.5905938, -0.0170676",ChIJWVh62uUddkgRb4L4RF5Ht_M,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.6,567,"8 Chingford Road, London","51.5908, -0.0134",51.5905938,-0.0170676
Jack's at the Junction,"51.4640078, -0.1664803",ChIJ3-4QRpgFdkgR7Ufu_ZL5qMg,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,937,"252 Lavender Hill, London","51.4567, -0.191",51.4640078,-0.1664803
Pottery Cafe,"51.47686, -0.2024469",ChIJk6UKjpwPdkgRCuZJf5s7aos,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,179,"735 Fulham Road, London","51.4567, -0.191",51.47686,-0.2024469
GAIL's Bakery Northcote Road,"51.458499, -0.1662769",ChIJeyNpaJYFdkgRzUn4MrNtQyw,"['bakery', 'meal_delivery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.8,450,"64 Northcote Road, London","51.4567, -0.191",51.458499,-0.1662769
The Kensington Creperie,"51.4947729, -0.173204",ChIJmeHbYUIFdkgRjx3BnN1Qvk8,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.7,1669,"2-4 Exhibition Road, London","51.4567, -0.191",51.4947729,-0.173204
GAZETTE BATTERSEA,"51.46581080000001, -0.1822525",ChIJHSvImYYFdkgRp4X4Jsv1rqI,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.3,590,"Unit 79, Sherwood Court, Chatfield Road, London","51.4567, -0.191",51.46581080000001,-0.1822525
